"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2013",3037.725,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2014",2877.331,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2015",3527,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2016",9719,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2017",5431,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2018",3938,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2019",3990,
"FIN","IMMIGINFLOW","OTH","NBR","A","2006",541.785,
"FIN","IMMIGINFLOW","OTH","NBR","A","2007",510.748,
"FIN","IMMIGINFLOW","OTH","NBR","A","2008",555.849,
"FIN","IMMIGINFLOW","OTH","NBR","A","2009",676.741,
"FIN","IMMIGINFLOW","OTH","NBR","A","2010",652.509,
"FIN","IMMIGINFLOW","OTH","NBR","A","2011",746.181,
"FIN","IMMIGINFLOW","OTH","NBR","A","2012",704.398,
"FIN","IMMIGINFLOW","OTH","NBR","A","2013",492.317,
"FIN","IMMIGINFLOW","OTH","NBR","A","2014",334.235,
"FIN","IMMIGINFLOW","OTH","NBR","A","2015",295,
"FIN","IMMIGINFLOW","OTH","NBR","A","2016",547,
"FIN","IMMIGINFLOW","OTH","NBR","A","2017",77,
"FIN","IMMIGINFLOW","OTH","NBR","A","2018",44,
"FIN","IMMIGINFLOW","OTH","NBR","A","2019",54,
"FIN","IMMIGINFLOW","WORK","NBR","A","2006",1265.669,
"FIN","IMMIGINFLOW","WORK","NBR","A","2007",2338.184,
"FIN","IMMIGINFLOW","WORK","NBR","A","2008",3011.201,
"FIN","IMMIGINFLOW","WORK","NBR","A","2009",1595.79,
"FIN","IMMIGINFLOW","WORK","NBR","A","2010",1052.138,
"FIN","IMMIGINFLOW","WORK","NBR","A","2011",1223.69,
"FIN","IMMIGINFLOW","WORK","NBR","A","2012",1367.503,
"FIN","IMMIGINFLOW","WORK","NBR","A","2013",1302.625,
"FIN","IMMIGINFLOW","WORK","NBR","A","2014",1391.899,
"FIN","IMMIGINFLOW","WORK","NBR","A","2015",1431,
"FIN","IMMIGINFLOW","WORK","NBR","A","2016",1431,
"FIN","IMMIGINFLOW","WORK","NBR","A","2017",1848,
"FIN","IMMIGINFLOW","WORK","NBR","A","2018",1714,
"FIN","IMMIGINFLOW","WORK","NBR","A","2019",2231,
"FRA","IMMIGINFLOW","FAM","NBR","A","2001",72634,
"FRA","IMMIGINFLOW","FAM","NBR","A","2002",88860,
"FRA","IMMIGINFLOW","FAM","NBR","A","2003",100149,
"FRA","IMMIGINFLOW","FAM","NBR","A","2004",100727,
"FRA","IMMIGINFLOW","FAM","NBR","A","2005",99854,
"FRA","IMMIGINFLOW","FAM","NBR","A","2006",108454,
"FRA","IMMIGINFLOW","FAM","NBR","A","2007",96834,
"FRA","IMMIGINFLOW","FAM","NBR","A","2008",92925,
"FRA","IMMIGINFLOW","FAM","NBR","A","2009",95177,
"FRA","IMMIGINFLOW","FAM","NBR","A","2010",93582,
"FRA","IMMIGINFLOW","FAM","NBR","A","2011",90280,
"FRA","IMMIGINFLOW","FAM","NBR","A","2012",97199,
"FRA","IMMIGINFLOW","FAM","NBR","A","2013",104937,
"FRA","IMMIGINFLOW","FAM","NBR","A","2014",103991,
"FRA","IMMIGINFLOW","FAM","NBR","A","2015",103453,
"FRA","IMMIGINFLOW","FAM","NBR","A","2016",98372,
"FRA","IMMIGINFLOW","FAM","NBR","A","2017",98503,
"FRA","IMMIGINFLOW","FAM","NBR","A","2018",101101,
"FRA","IMMIGINFLOW","FAM","NBR","A","2019",101564,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2001",31021,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2002",29592,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2003",33830,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2004",59068,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2005",56057,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2006",60990,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2007",67776,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2008",69069,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2009",61784,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2010",75953,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2011",85930,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2012",95437,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2013",95863,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2014",87607,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2015",88328,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2016",86887,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2017",78756,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2018",83242,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2019",78422,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2001",7645,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2002",8690,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2003",9879,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2004",11292,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2005",15281,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2006",10380,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2007",9901,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2008",11655,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2009",12732,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2010",12083,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2011",11606,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2012",12232,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2013",12107,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2014",14104,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2015",16551,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2016",23174,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2017",32546,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2018",30494,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2019",33273,
"FRA","IMMIGINFLOW","OTH","NBR","A","2001",17359,
"FRA","IMMIGINFLOW","OTH","NBR","A","2002",18674,
"FRA","IMMIGINFLOW","OTH","NBR","A","2003",19420,
"FRA","IMMIGINFLOW","OTH","NBR","A","2004",20445,
"FRA","IMMIGINFLOW","OTH","NBR","A","2005",17059,
"FRA","IMMIGINFLOW","OTH","NBR","A","2006",17548.736,
"FRA","IMMIGINFLOW","OTH","NBR","A","2007",16533.616,
"FRA","IMMIGINFLOW","OTH","NBR","A","2008",16019.272,
"FRA","IMMIGINFLOW","OTH","NBR","A","2009",17725,
"FRA","IMMIGINFLOW","OTH","NBR","A","2010",18580,
"FRA","IMMIGINFLOW","OTH","NBR","A","2011",19021,
"FRA","IMMIGINFLOW","OTH","NBR","A","2012",20589,
"FRA","IMMIGINFLOW","OTH","NBR","A","2013",20961,
"FRA","IMMIGINFLOW","OTH","NBR","A","2014",22410,
"FRA","IMMIGINFLOW","OTH","NBR","A","2015",21700,
"FRA","IMMIGINFLOW","OTH","NBR","A","2016",22478,
"FRA","IMMIGINFLOW","OTH","NBR","A","2017",19634,
"FRA","IMMIGINFLOW","OTH","NBR","A","2018",21409,
"FRA","IMMIGINFLOW","OTH","NBR","A","2019",25919,
"FRA","IMMIGINFLOW","WORK","NBR","A","2001",9244,
"FRA","IMMIGINFLOW","WORK","NBR","A","2002",7979,
"FRA","IMMIGINFLOW","WORK","NBR","A","2003",6906,
"FRA","IMMIGINFLOW","WORK","NBR","A","2004",7041,
"FRA","IMMIGINFLOW","WORK","NBR","A","2005",10261,
"FRA","IMMIGINFLOW","WORK","NBR","A","2006",12033.302,
"FRA","IMMIGINFLOW","WORK","NBR","A","2007",15751.373,
"FRA","IMMIGINFLOW","WORK","NBR","A","2008",23436.957,
"FRA","IMMIGINFLOW","WORK","NBR","A","2009",22205.75,
"FRA","IMMIGINFLOW","WORK","NBR","A","2010",20231.573,
"FRA","IMMIGINFLOW","WORK","NBR","A","2011",19718.178,
"FRA","IMMIGINFLOW","WORK","NBR","A","2012",19091.256,
"FRA","IMMIGINFLOW","WORK","NBR","A","2013",20579.536,
"FRA","IMMIGINFLOW","WORK","NBR","A","2014",22629.768,
"FRA","IMMIGINFLOW","WORK","NBR","A","2015",25349,
"FRA","IMMIGINFLOW","WORK","NBR","A","2016",27856,
"FRA","IMMIGINFLOW","WORK","NBR","A","2017",30480,
"FRA","IMMIGINFLOW","WORK","NBR","A","2018",44630,
"FRA","IMMIGINFLOW","WORK","NBR","A","2019",51400,
"DEU","IMMIGINFLOW","FAM","NBR","A","1999",70750,
"DEU","IMMIGINFLOW","FAM","NBR","A","2000",75888,
"DEU","IMMIGINFLOW","FAM","NBR","A","2001",82838,
"DEU","IMMIGINFLOW","FAM","NBR","A","2002",85305,
"DEU","IMMIGINFLOW","FAM","NBR","A","2003",76077,
"DEU","IMMIGINFLOW","FAM","NBR","A","2004",65935,
"DEU","IMMIGINFLOW","FAM","NBR","A","2005",53213,
"DEU","IMMIGINFLOW","FAM","NBR","A","2006",56302,
"DEU","IMMIGINFLOW","FAM","NBR","A","2007",55194,
"DEU","IMMIGINFLOW","FAM","NBR","A","2008",51244,
"DEU","IMMIGINFLOW","FAM","NBR","A","2009",48235,
"DEU","IMMIGINFLOW","FAM","NBR","A","2010",54865,
"DEU","IMMIGINFLOW","FAM","NBR","A","2011",54031,
"DEU","IMMIGINFLOW","FAM","NBR","A","2012",54816,
"DEU","IMMIGINFLOW","FAM","NBR","A","2013",56046,
"DEU","IMMIGINFLOW","FAM","NBR","A","2014",63677,
"DEU","IMMIGINFLOW","FAM","NBR","A","2015",82440,
"DEU","IMMIGINFLOW","FAM","NBR","A","2016",105551,
"DEU","IMMIGINFLOW","FAM","NBR","A","2017",114861,
"DEU","IMMIGINFLOW","FAM","NBR","A","2018",97129,
"DEU","IMMIGINFLOW","FAM","NBR","A","2019",96633,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","1999",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"DEU","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","1999",48899,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2000",53485,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2001",47643,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2002",41078,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2003",51021,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2004",79488.073,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2005",85364.738,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2006",85954.434,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2007",103286,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2008",113315,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2009",120675.108,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2010",133331.509,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2011",197511.023,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2012",303019,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2013",354770.938,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2014",434894.091,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2015",427058.066,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2016",454087.639,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2017",412743.036,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2018",385815.843,
"DEU","IMMIGINFLOW","FREEMOVS","NBR","A","2019",359166.821,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","1999",30566,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2000",29581,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2001",42813,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2002",27369,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2003",20145,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2004",14239,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2005",9543,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2006",1951,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2007",50944,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2008",37491,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2009",11107,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2010",11828,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2011",11036,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2012",18399,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2013",31286,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2014",42714,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2015",143727,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2016",437350,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2017",264590,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2018",78501,
"DEU","IMMIGINFLOW","HUMNTRN","NBR","A","2019",74343,
"DEU","IMMIGINFLOW","OTH","NBR","A","1999",104916,
"DEU","IMMIGINFLOW","OTH","NBR","A","2000",95615,
"DEU","IMMIGINFLOW","OTH","NBR","A","2001",98484,
"DEU","IMMIGINFLOW","OTH","NBR","A","2002",91416,
"DEU","IMMIGINFLOW","OTH","NBR","A","2003",72885,
"DEU","IMMIGINFLOW","OTH","NBR","A","2004",59093,
"DEU","IMMIGINFLOW","OTH","NBR","A","2005",35522,
"DEU","IMMIGINFLOW","OTH","NBR","A","2006",7747,
"DEU","IMMIGINFLOW","OTH","NBR","A","2007",5792,
"DEU","IMMIGINFLOW","OTH","NBR","A","2008",4362,
"DEU","IMMIGINFLOW","OTH","NBR","A","2009",3360,
"DEU","IMMIGINFLOW","OTH","NBR","A","2010",2350,
"DEU","IMMIGINFLOW","OTH","NBR","A","2011",2148,
"DEU","IMMIGINFLOW","OTH","NBR","A","2012",1820,
"DEU","IMMIGINFLOW","OTH","NBR","A","2013",2427,
"DEU","IMMIGINFLOW","OTH","NBR","A","2014",5649,
"DEU","IMMIGINFLOW","OTH","NBR","A","2015",6118,
"DEU","IMMIGINFLOW","OTH","NBR","A","2016",6588,
"DEU","IMMIGINFLOW","OTH","NBR","A","2017",7059,
"DEU","IMMIGINFLOW","OTH","NBR","A","2018",7126,
"DEU","IMMIGINFLOW","OTH","NBR","A","2019",7155,
"DEU","IMMIGINFLOW","WORK","NBR","A","1999",8579,
"DEU","IMMIGINFLOW","WORK","NBR","A","2000",9569,
"DEU","IMMIGINFLOW","WORK","NBR","A","2001",15503,
"DEU","IMMIGINFLOW","WORK","NBR","A","2002",12082,
"DEU","IMMIGINFLOW","WORK","NBR","A","2003",11147,
"DEU","IMMIGINFLOW","WORK","NBR","A","2004",11747,
"DEU","IMMIGINFLOW","WORK","NBR","A","2005",12993,
"DEU","IMMIGINFLOW","WORK","NBR","A","2006",13327,
"DEU","IMMIGINFLOW","WORK","NBR","A","2007",17654,
"DEU","IMMIGINFLOW","WORK","NBR","A","2008",21917,
"DEU","IMMIGINFLOW","WORK","NBR","A","2009",18075,
"DEU","IMMIGINFLOW","WORK","NBR","A","2010",20092,
"DEU","IMMIGINFLOW","WORK","NBR","A","2011",26065,
"DEU","IMMIGINFLOW","WORK","NBR","A","2012",22143,
"DEU","IMMIGINFLOW","WORK","NBR","A","2013",24293,
"DEU","IMMIGINFLOW","WORK","NBR","A","2014",27854,
"DEU","IMMIGINFLOW","WORK","NBR","A","2015",27108,
"DEU","IMMIGINFLOW","WORK","NBR","A","2016",50458,
"DEU","IMMIGINFLOW","WORK","NBR","A","2017",61702,
"DEU","IMMIGINFLOW","WORK","NBR","A","2018",64944,
"DEU","IMMIGINFLOW","WORK","NBR","A","2019",71634,
"IRL","IMMIGINFLOW","FAM","NBR","A","2002",0,
"IRL","IMMIGINFLOW","FAM","NBR","A","2003",0,
"IRL","IMMIGINFLOW","FAM","NBR","A","2004",0,
"IRL","IMMIGINFLOW","FAM","NBR","A","2005",2356,
"IRL","IMMIGINFLOW","FAM","NBR","A","2006",2740.062,
"IRL","IMMIGINFLOW","FAM","NBR","A","2007",3589.582,
"IRL","IMMIGINFLOW","FAM","NBR","A","2008",3409,
"IRL","IMMIGINFLOW","FAM","NBR","A","2009",2608,
"IRL","IMMIGINFLOW","FAM","NBR","A","2010",2030,
"IRL","IMMIGINFLOW","FAM","NBR","A","2011",1994,
"IRL","IMMIGINFLOW","FAM","NBR","A","2012",1894,
"IRL","IMMIGINFLOW","FAM","NBR","A","2013",2042,
"IRL","IMMIGINFLOW","FAM","NBR","A","2014",2526,
"IRL","IMMIGINFLOW","FAM","NBR","A","2015",3444,
"IRL","IMMIGINFLOW","FAM","NBR","A","2016",4100,
"IRL","IMMIGINFLOW","FAM","NBR","A","2017",3058,
"IRL","IMMIGINFLOW","FAM","NBR","A","2018",2781,
"IRL","IMMIGINFLOW","FAM","NBR","A","2019",3671,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2006",993,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2007",1906,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2008",2194,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2009",764,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2010",702,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2011",586,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2012",314,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2013",326.371,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2014",172,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2015",227,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2016",313,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2017",471,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2018",572,
"IRL","IMMIGINFLOW","FAMWORKR","NBR","A","2019",181,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2002",15500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2003",17900,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2004",20700,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2005",52300,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2006",72500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2007",69000,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2008",49300,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2009",26500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2010",18000,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2011",21300,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2012",19800,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2013",23200,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2014",23600,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2015",26700,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2016",30500,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2017",27800,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2018",31100,
"IRL","IMMIGINFLOW","FREEMOVS","NBR","A","2019",31100,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2002",1991,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2003",1177,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2004",1147,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2005",969,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2006",648,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2007",579,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2008",588,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2009",366,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2010",153,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2011",132,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2012",112,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2013",182,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2014",224,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2015",334,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2016",646,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2017",842,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2018",815,
"IRL","IMMIGINFLOW","HUMNTRN","NBR","A","2019",945,
"IRL","IMMIGINFLOW","WORK","NBR","A","2002",26019,
"IRL","IMMIGINFLOW","WORK","NBR","A","2003",24073,
"IRL","IMMIGINFLOW","WORK","NBR","A","2004",2894,
"IRL","IMMIGINFLOW","WORK","NBR","A","2005",10475,
"IRL","IMMIGINFLOW","WORK","NBR","A","2006",9028,
"IRL","IMMIGINFLOW","WORK","NBR","A","2007",7500,
"IRL","IMMIGINFLOW","WORK","NBR","A","2008",5605,
"IRL","IMMIGINFLOW","WORK","NBR","A","2009",2770,
"IRL","IMMIGINFLOW","WORK","NBR","A","2010",2572,
"IRL","IMMIGINFLOW","WORK","NBR","A","2011",2263,
"IRL","IMMIGINFLOW","WORK","NBR","A","2012",2199,
"IRL","IMMIGINFLOW","WORK","NBR","A","2013",2403,
"IRL","IMMIGINFLOW","WORK","NBR","A","2014",4017,
"IRL","IMMIGINFLOW","WORK","NBR","A","2015",4811,
"IRL","IMMIGINFLOW","WORK","NBR","A","2016",6363,
"IRL","IMMIGINFLOW","WORK","NBR","A","2017",8048,
"IRL","IMMIGINFLOW","WORK","NBR","A","2018",9793,
"IRL","IMMIGINFLOW","WORK","NBR","A","2019",12689,
"ITA","IMMIGINFLOW","FAM","NBR","A","2003",68638,
"ITA","IMMIGINFLOW","FAM","NBR","A","2004",86560,
"ITA","IMMIGINFLOW","FAM","NBR","A","2005",81236,
"ITA","IMMIGINFLOW","FAM","NBR","A","2006",71620,
"ITA","IMMIGINFLOW","FAM","NBR","A","2007",79737,
"ITA","IMMIGINFLOW","FAM","NBR","A","2008",76764,
"ITA","IMMIGINFLOW","FAM","NBR","A","2009",75153,
"ITA","IMMIGINFLOW","FAM","NBR","A","2010",180391,
"ITA","IMMIGINFLOW","FAM","NBR","A","2011",141403,
"ITA","IMMIGINFLOW","FAM","NBR","A","2012",119745,
"ITA","IMMIGINFLOW","FAM","NBR","A","2013",108358,
"ITA","IMMIGINFLOW","FAM","NBR","A","2014",99051,
"ITA","IMMIGINFLOW","FAM","NBR","A","2015",109328,
"ITA","IMMIGINFLOW","FAM","NBR","A","2016",102351,
"ITA","IMMIGINFLOW","FAM","NBR","A","2017",113549,
"ITA","IMMIGINFLOW","FAM","NBR","A","2018",122812,
"ITA","IMMIGINFLOW","FAM","NBR","A","2019",101669.158,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2003",3724,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2004",3501,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2005",3964,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2006",3416,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2007",4905,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2008",5525,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2009",4365,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2010",4040,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2011",3569,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"ITA","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2003",10192,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2004",25074,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2005",24457,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2006",25519,
